"Department","DistinguishedName","Enabled","GivenName","mail","Manager","Name","ObjectClass","ObjectGUID","OfficePhone","SamAccountName","SID","sn","Surname","Title","UserPrincipalName","Office"
"Direction Commerciale","CN=Morgane Rousseau,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Morgane","morganer@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Morgane Rousseau","user","a37a24a1-f54a-4e97-933f-b7aaf00d96af","01 99 00 14 22","morganer","S-1-5-21-331390976-2650875657-2422772959-1930","Rousseau","Rousseau","Commercial","morgane.rousseau@contoso.fr","Paris"
"Direction Commerciale","CN=Julien Vaillant,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Julien","julienv@contoso.fr","CN=Quentin Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Julien Vaillant","user","54166cfd-94e0-4fa8-8794-3ade7fb3fb95","01 99 00 48 25","julienv","S-1-5-21-331390976-2650875657-2422772959-1931","Vaillant","Vaillant","Commercial","julien.vaillant@contoso.fr","Paris"
"Direction Commerciale","CN=Émilie Duval,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Émilie","emilied@contoso.fr","CN=Élodie Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Émilie Duval","user","a5a4f9bf-2e00-4739-bfaa-e115b6a7dd97","03 53 01 17 85","emilied","S-1-5-21-331390976-2650875657-2422772959-1932","Duval","Duval","Commercial","emilie.duval@contoso.fr","Metz"
"Ingénierie et Production","CN=Anaïs Boyer,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Anaïs","anaisb@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Anaïs Boyer","user","6b4a2b4e-0b8d-456d-be2e-d3ddcdc51fb3","03 53 01 69 41","anaisb","S-1-5-21-331390976-2650875657-2422772959-1933","Boyer","Boyer","Ingénieur senior","anais.boyer@contoso.fr","Metz"
"Ingénierie et Production","CN=Quentin Fontaine,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Quentin","quentinf@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Quentin Fontaine","user","5f29b1e3-d951-4f9d-923d-30bcd2395b77","03 53 01 56 51","quentinf","S-1-5-21-331390976-2650875657-2422772959-1934","Fontaine","Fontaine","Ingénieur senior","quentin.fontaine@contoso.fr","Metz"
"Ingénierie et Production","CN=Isabelle Bertin,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Isabelle","isabelleb@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Isabelle Bertin","user","ade56bf7-667e-465f-bd7a-8402ed4f949a","03 53 01 23 18","isabelleb","S-1-5-21-331390976-2650875657-2422772959-1935","Bertin","Bertin","Ingénieur senior","isabelle.bertin@contoso.fr","Metz"
"Ingénierie et Production","CN=Sandrine Weber,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Sandrine","sandrinew@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Sandrine Weber","user","9aca78b2-fd43-4c54-a946-68bc3cabdce6","03 53 01 93 51","sandrinew","S-1-5-21-331390976-2650875657-2422772959-1936","Weber","Weber","Ingénieur senior","sandrine.weber@contoso.fr","Metz"
"Ingénierie et Production","CN=Hugo Vaillant,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Hugo","hugov@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Hugo Vaillant","user","081d9d81-2445-430c-b1fe-520ecd3ecf00","03 53 01 27 32","hugov","S-1-5-21-331390976-2650875657-2422772959-1937","Vaillant","Vaillant","Ingénieur senior","hugo.vaillant@contoso.fr","Metz"
"Ingénierie et Production","CN=Émilie Leclerc,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Émilie","emiliel@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Émilie Leclerc","user","a0e7e4af-217c-4c54-878e-b5236e5c96df","03 53 01 92 44","emiliel","S-1-5-21-331390976-2650875657-2422772959-1938","Leclerc","Leclerc","Ingénieur senior","emilie.leclerc@contoso.fr","Metz"
"Ingénierie et Production","CN=Alexandre Barbier,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Alexandre","alexandreb@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Alexandre Barbier","user","4edd87db-2894-4448-be3a-6982b0baf17d","03 53 01 12 11","alexandreb","S-1-5-21-331390976-2650875657-2422772959-1939","Barbier","Barbier","Ingénieur","alexandre.barbier@contoso.fr","Metz"
"Ingénierie et Production","CN=Émilie Poirier,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Émilie","emiliep@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Émilie Poirier","user","9f42a891-9741-4c8c-88e1-1939c93893dc","03 53 01 74 44","emiliep","S-1-5-21-331390976-2650875657-2422772959-1940","Poirier","Poirier","Ingénieur","emilie.poirier@contoso.fr","Metz"
"Ingénierie et Production","CN=Hélène Tessier,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Hélène","helenet@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Hélène Tessier","user","b6c3f269-7c18-4c71-96d9-fa6422cca9dd","03 53 01 61 32","helenet","S-1-5-21-331390976-2650875657-2422772959-1941","Tessier","Tessier","Ingénieur","helene.tessier@contoso.fr","Metz"
"Conseil en Stratégie","CN=Camille Huet,OU=Conseil en Stratégie,OU=Utilisateurs,DC=contoso,DC=fr","True","Camille","camilleh@contoso.fr","CN=Laurent Mallet,OU=Conseil en Stratégie,OU=Utilisateurs,DC=contoso,DC=fr","Camille Huet","user","6f06f83c-683b-471c-8113-4b4d5119787b","03 53 01 95 38","camilleh","S-1-5-21-331390976-2650875657-2422772959-1942","Huet","Huet","Consultant en stratégie","camille.huet@contoso.fr","Metz"
"Marketing","CN=Ludovic Vaillant,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","True","Ludovic","ludovicv@contoso.fr","CN=Delphine Esnault,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","Ludovic Vaillant","user","f276117d-795e-464f-be3c-80385f7c1f66","01 99 00 92 69","ludovicv","S-1-5-21-331390976-2650875657-2422772959-1943","Vaillant","Vaillant","Chargé de marketing","ludovic.vaillant@contoso.fr","Paris"
"Ingénierie et Production","CN=Florian Sauvage,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Florian","florians@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Florian Sauvage","user","2d81b25a-4841-48ec-a283-8001181e3f88","03 53 01 88 35","florians","S-1-5-21-331390976-2650875657-2422772959-1944","Sauvage","Sauvage","Ingénieur","florian.sauvage@contoso.fr","Metz"
"Exploitation","CN=Nicolas Langlois,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Nicolas","nicolasl@contoso.fr","CN=Laurent Blanchard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Nicolas Langlois","user","a6f257e6-b2a2-404b-8327-179f0279f3ac","01 99 00 35 56","nicolasl","S-1-5-21-331390976-2650875657-2422772959-1945","Langlois","Langlois","Responsable","nicolas.langlois@contoso.fr","Paris"
"Exploitation","CN=Thomas Amiot,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Thomas","thomasa@contoso.fr","CN=Laurent Blanchard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Thomas Amiot","user","115f290d-6bdc-4de9-b0e4-790c5c440127","01 99 00 76 98","thomasa","S-1-5-21-331390976-2650875657-2422772959-1946","Amiot","Amiot","Responsable","thomas.amiot@contoso.fr","Paris"
"Exploitation","CN=Justine Ménard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Justine","justinem@contoso.fr","CN=Laurent Blanchard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Justine Ménard","user","dda79200-5c91-4359-a871-19943799fa5b","03 53 01 13 93","justinem","S-1-5-21-331390976-2650875657-2422772959-1947","Ménard","Ménard","Responsable","justine.menard@contoso.fr","Metz"
"Exploitation","CN=Amandine Hamon,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Amandine","amandineh@contoso.fr","CN=Laurent Blanchard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Amandine Hamon","user","496e3974-291c-4a49-add5-3b9a2da18ec6","01 99 00 76 49","amandineh","S-1-5-21-331390976-2650875657-2422772959-1948","Hamon","Hamon","Responsable","amandine.hamon@contoso.fr","Paris"
"Exploitation","CN=Sandrine Sauvage,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Sandrine","sandrines@contoso.fr","CN=Pierre Maillard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Sandrine Sauvage","user","e2bab5fd-4aa5-4d26-8f8f-17ba4b163dd7","04 65 71 98 67","sandrines","S-1-5-21-331390976-2650875657-2422772959-1949","Sauvage","Sauvage","Responsable","sandrine.sauvage@contoso.fr","Lyon"
"Exploitation","CN=Estelle Girard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Estelle","estelleg@contoso.fr","CN=Pierre Maillard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Estelle Girard","user","24f7f219-4e58-4478-ab5b-0c6f3e901831","04 65 71 12 98","estelleg","S-1-5-21-331390976-2650875657-2422772959-1950","Girard","Girard","Responsable","estelle.girard@contoso.fr","Lyon"
"Exploitation","CN=Élodie Perrin,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Élodie","elodiep@contoso.fr","CN=Pierre Maillard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Élodie Perrin","user","94b0053a-e3d2-4bcd-974d-bf16903480b5","04 65 71 59 34","elodiep","S-1-5-21-331390976-2650875657-2422772959-1951","Perrin","Perrin","Responsable","elodie.perrin@contoso.fr","Lyon"
"Exploitation","CN=Mélanie Poirier,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Mélanie","melaniep@contoso.fr","CN=Camille Mercier,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Mélanie Poirier","user","7cee8e85-e3cf-4b6f-84ec-fac89107e957","03 53 01 55 67","melaniep","S-1-5-21-331390976-2650875657-2422772959-1952","Poirier","Poirier","Responsable informatique","melanie.poirier@contoso.fr","Metz"
"Exploitation","CN=Clémence Esnault,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Clémence","clemencee@contoso.fr","CN=Camille Mercier,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Clémence Esnault","user","abe8e04a-d2cf-4513-b6f3-bd4b3f83d0ae","03 53 01 74 55","clemencee","S-1-5-21-331390976-2650875657-2422772959-1953","Esnault","Esnault","Responsable informatique","clemence.esnault@contoso.fr","Metz"
"Exploitation","CN=Clémence Aubert,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Clémence","clemencea@contoso.fr","CN=Camille Mercier,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Clémence Aubert","user","db494dc0-7737-43e8-8c15-5d004cad6e15","04 65 71 95 41","clemencea","S-1-5-21-331390976-2650875657-2422772959-1954","Aubert","Aubert","Responsable informatique","clemence.aubert@contoso.fr","Lyon"
"Direction Commerciale","CN=Adrien Lemoine,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Adrien","adrienl@contoso.fr","CN=Guillaume Fontaine,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Adrien Lemoine","user","805a6755-468a-4064-a72a-2e7b50611f8e","03 53 01 38 55","adrienl","S-1-5-21-331390976-2650875657-2422772959-1955","Lemoine","Lemoine","Commercial","adrien.lemoine@contoso.fr","Metz"
"Marketing","CN=Baptiste Renaud,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","True","Baptiste","baptister@contoso.fr","CN=Delphine Esnault,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","Baptiste Renaud","user","06ae3442-d45c-4434-bcbc-8fffc563159c","01 99 00 24 16","baptister","S-1-5-21-331390976-2650875657-2422772959-1956","Renaud","Renaud","Chargé des relations publiques","baptiste.renaud@contoso.fr","Paris"
"Direction Commerciale","CN=Nicolas Aubert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Nicolas","nicolasa@contoso.fr","CN=Bastien Rey,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Nicolas Aubert","user","6938e863-6bcd-4c01-a4c9-9731a62ea24e","01 99 00 78 62","nicolasa","S-1-5-21-331390976-2650875657-2422772959-1957","Aubert","Aubert","Commercial","nicolas.aubert@contoso.fr","Paris"
"Direction Commerciale","CN=Pauline Charpentier,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Pauline","paulinec@contoso.fr","CN=Bastien Rey,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Pauline Charpentier","user","e19dc78a-e677-4d14-b73d-16ea5ad2c3f0","01 99 00 36 54","paulinec","S-1-5-21-331390976-2650875657-2422772959-1958","Charpentier","Charpentier","Commercial","pauline.charpentier@contoso.fr","Paris"
"Marketing","CN=Fabien Rey,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","True","Fabien","fabienr@contoso.fr","CN=Delphine Esnault,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","Fabien Rey","user","cf154fe7-9cdf-41f6-b875-437e5017faac","01 99 00 88 34","fabienr","S-1-5-21-331390976-2650875657-2422772959-1959","Rey","Rey","Chargé de marketing","fabien.rey@contoso.fr","Paris"
"Marketing","CN=Camille Turpin,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","True","Camille","camillet@contoso.fr","CN=Delphine Esnault,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","Camille Turpin","user","6b3088e0-bb66-4e34-b1a1-26ccf714a0a2","01 99 00 23 12","camillet","S-1-5-21-331390976-2650875657-2422772959-1960","Turpin","Turpin","Chargé de marketing","camille.turpin@contoso.fr","Paris"
"Marketing","CN=Grégory Baron,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","True","Grégory","gregoryb@contoso.fr","CN=Delphine Esnault,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","Grégory Baron","user","061929ec-ccb5-407a-ad08-95d26d8cef92","01 99 00 89 51","gregoryb","S-1-5-21-331390976-2650875657-2422772959-1961","Baron","Baron","Chargé de marketing","gregory.baron@contoso.fr","Paris"
"Exploitation","CN=Sandrine Noël,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Sandrine","sandrinen@contoso.fr","CN=Camille Mercier,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Sandrine Noël","user","5e9619e6-7db9-49b1-b02d-74e7f13e9804","03 53 01 33 25","sandrinen","S-1-5-21-331390976-2650875657-2422772959-1962","Noël","Noël","Responsable informatique","sandrine.noel@contoso.fr","Metz"
"Direction Commerciale","CN=Marion Joubert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Marion","marionj@contoso.fr","CN=Élodie Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Marion Joubert","user","330d3d4c-179a-4c71-9b45-7a94d702b535","","marionj","S-1-5-21-331390976-2650875657-2422772959-1963","Joubert","Joubert","Commercial","marion.joubert@contoso.fr","Lyon"
"Exploitation","CN=Antoine Galland,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Antoine","antoineg@contoso.fr","CN=Sarah Clerc,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Antoine Galland","user","8857777c-5356-480d-bde8-7c23032db281","04 65 71 45 15","antoineg","S-1-5-21-331390976-2650875657-2422772959-1964","Galland","Galland","Responsable des achats","antoine.galland@contoso.fr","Lyon"
"Direction Commerciale","CN=Bastien Caron,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Bastien","bastienc@contoso.fr","CN=Guillaume Fontaine,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Bastien Caron","user","c021f93c-6083-4fe8-8354-01406e5dc9a2","04 65 71 91 81","bastienc","S-1-5-21-331390976-2650875657-2422772959-1965","Caron","Caron","Commercial","bastien.caron@contoso.fr","Lyon"
"Direction Commerciale","CN=Vincent Fontaine,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Vincent","vincentf@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Vincent Fontaine","user","5b97edec-c8a4-44cb-93a9-2994c538296f","03 53 01 24 29","vincentf","S-1-5-21-331390976-2650875657-2422772959-1966","Fontaine","Fontaine","Commercial","vincent.fontaine@contoso.fr","Metz"
"Direction Commerciale","CN=Damien Gaillard,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Damien","damieng@contoso.fr","CN=Quentin Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Damien Gaillard","user","87baf3ad-a775-4d5c-8a10-4c0d5fb0619c","01 99 00 26 93","damieng","S-1-5-21-331390976-2650875657-2422772959-1967","Gaillard","Gaillard","Commercial","damien.gaillard@contoso.fr","Paris"
"Marketing","CN=Delphine Ozanne,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","True","Delphine","delphineo@contoso.fr","CN=Delphine Esnault,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","Delphine Ozanne","user","40ca4888-5bf2-46d7-a822-e727c49aa184","01 99 00 12 14","delphineo","S-1-5-21-331390976-2650875657-2422772959-1968","Ozanne","Ozanne","Chargé de marketing","delphine.ozanne@contoso.fr","Paris"
"Direction Commerciale","CN=Benoît Masse,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Benoît","benoitm@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Benoît Masse","user","a28e6030-6acc-4ca3-b715-88685ff511d5","03 53 01 45 16","benoitm","S-1-5-21-331390976-2650875657-2422772959-1969","Masse","Masse","Commercial","benoit.masse@contoso.fr","Metz"
"Marketing","CN=Antoine Rousseau,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","True","Antoine","antoiner@contoso.fr","CN=Delphine Esnault,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","Antoine Rousseau","user","5d8b4d1b-baa0-4805-9f0d-e2b68d462b4e","01 99 00 68 11","antoiner","S-1-5-21-331390976-2650875657-2422772959-1970","Rousseau","Rousseau","Chargé de marketing","antoine.rousseau@contoso.fr","Paris"
"Direction Commerciale","CN=Nicolas Bonnet,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Nicolas","nicolasb@contoso.fr","CN=Guillaume Fontaine,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Nicolas Bonnet","user","50711537-215b-474b-aba0-1e13a1f398ea","04 65 71 84 54","nicolasb","S-1-5-21-331390976-2650875657-2422772959-1971","Bonnet","Bonnet","Commercial","nicolas.bonnet@contoso.fr","Lyon"
"Marketing","CN=Estelle Régnier,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","True","Estelle","esteller@contoso.fr","CN=Delphine Esnault,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","Estelle Régnier","user","f92c1baa-0038-4247-be68-12043fcc34e3","01 99 00 90 00","esteller","S-1-5-21-331390976-2650875657-2422772959-1999","Régnier","Régnier","Chargé de marketing","estelle.regnier@contoso.fr","Paris"
"Exploitation","CN=Sandrine Huet,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Sandrine","sandrineh@contoso.fr","CN=Camille Mercier,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Sandrine Huet","user","d64b8476-3c5f-4caf-af6f-9a0f1c51d19f","01 99 00 90 01","sandrineh","S-1-5-21-331390976-2650875657-2422772959-2000","Huet","Huet","Responsable informatique","sandrine.huet@contoso.fr","Paris"
"Comptabilité","CN=Arnaud Pruvost,OU=Comptabilité,OU=Utilisateurs,DC=contoso,DC=fr","True","Arnaud","arnaudp@contoso.fr","CN=Antoine Lefebvre,OU=Comptabilité,OU=Utilisateurs,DC=contoso,DC=fr","Arnaud Pruvost","user","41e97533-89f7-45d7-8246-eaa449b5651d","01 99 00 90 02","arnaudp","S-1-5-21-331390976-2650875657-2422772959-2001","Pruvost","Pruvost","Comptable","arnaud.pruvost@contoso.fr","Paris"
"Ingénierie et Production","CN=Arnaud Maillard,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","True","Arnaud","arnaudm@contoso.fr","CN=Océane Baron,OU=Ingénierie et Production,OU=Utilisateurs,DC=contoso,DC=fr","Arnaud Maillard","user","b3da460c-6191-4725-b08d-52bba48a574f","03 53 01 90 03","arnaudm","S-1-5-21-331390976-2650875657-2422772959-2002","Maillard","Maillard","Ingénieur senior","arnaud.maillard@contoso.fr","Metz"
"Pilotage des Affaires","CN=Audrey Girard,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Audrey","audreyg@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Audrey Girard","user","67b42b6c-6bd8-40e2-a622-fe69eacd3d47","01 99 00 90 04","audreyg","S-1-5-21-331390976-2650875657-2422772959-2003","Girard","Girard","Commercial","audrey.girard@contoso.fr","Paris"
